station,province,rows,cgn_id,cgn_name,cgn_concise,cgn_lat,cgn_lon,hr_lat,hr_lon,csd_id,wikidata_qid,coord_source
Lac Vert,SASKATCHEWAN,49,HAVPT,Lac Vert,HAM,52.5000098,-104.4838404,0.0,0.0,,,cgn_direct
Ranfurly,ALBERTA,49,IAEHK,Ranfurly,UNP,53.4072223,-111.6797222,,,,,cgn_direct
Neidpath,SASKATCHEWAN,49,HAMBY,Neidpath,UNP,50.2243130,-107.2465840,0.0,0.0,,,cgn_direct
Gouverneur,SASKATCHEWAN,49,HAPGY,Gouverneur,UNP,49.7605020,-107.6241350,,,,,cgn_direct
Stony Plain,ALBERTA,49,IALSL,Stony Plain,TOWN,53.5263889,-114.0069444,53.5333,-114.0,AB199022,Q1744021,cgn_direct
Strasbourg,SASKATCHEWAN,49,HAJYP,Strasbourg,TOWN,51.0702806,-104.9555028,0.0,0.0,SK176030,Q1917272,cgn_direct
Willingdon,ALBERTA,49,IAMZV,Willingdon,UNP,53.8286111,-112.1180556,53.8333,-112.1333,,,cgn_direct
Harding,MANITOBA,48,GAKIB,Harding,UNP,49.9902780,-100.5325000,,,,,cgn_direct
Tilston,MANITOBA,48,GBBVK,Tilston,UNP,49.3936110,-101.3127800,,,,,cgn_direct
Burdette,ALBERTA,48,IAJLJ,Burdett,,49.8322222,-111.5219444,,,,,agent_high
Barnwell,ALBERTA,48,IADAA,Barnwell,VILG,49.7605556,-112.2633333,,,,,cgn_direct
Rosalind,ALBERTA,48,IAFPT,Rosalind,VILG,52.7897223,-112.4438889,,,,,cgn_direct
Rowley,ALBERTA,48,IAFSM,Rowley,UNP,51.7622222,-112.7883333,,,,,cgn_direct
Kyle,SASKATCHEWAN,48,HAFGT,Kyle,TOWN,50.8305889,-108.0388583,50.8333,-108.0333,,,cgn_direct
Neilburg,SASKATCHEWAN,48,HAMCC,Neilburg,VILG,52.8394028,-109.6276278,,,,,cgn_direct
Hairy Hill,ALBERTA,48,IAILN,Hairy Hill,UNP,53.7633334,-111.9786111,,,,,cgn_direct
Boharm,SASKATCHEWAN,47,HAEDY,Boharm,UNP,50.3968360,-105.7179830,,,,,cgn_direct
Broadview,SASKATCHEWAN,47,HAKLJ,Broadview,TOWN,50.3749722,-102.5772583,0.0,0.0,SK175021,Q855998,cgn_direct
Kennedy,SASKATCHEWAN,47,HADGY,Kennedy,VILG,50.0107167,-102.3507917,55.1167,-122.8,SK171036,Q2004186,cgn_direct
Red Deer,ALBERTA,47,IAEJS,Red Deer,CITY,52.2686111,-113.8102778,52.2667,-113.8,AB196022,Q23025,cgn_direct
Margo,SASKATCHEWAN,47,HAKYG,Margo,VILG,51.8254694,-103.3361014,,,SK180034,Q2086292,cgn_direct
Tiny,SASKATCHEWAN,47,HANSG,Tiny,UNP,51.6709850,-102.5972830,,,ON144014,Q115262998,cgn_direct
Verigin,SASKATCHEWAN,47,HAPLQ,Verigin,UNP,51.5833239,-102.0838002,,,,,cgn_direct
Atwater,SASKATCHEWAN,47,HAMLR,Atwater,VILG,50.7758139,-102.2269111,,,SK175031,Q1998942,cgn_direct
Hubbard,SASKATCHEWAN,47,HAPOF,Hubbard,VILG,51.1284056,-103.3727111,,,SK180024,Q2003897,cgn_direct
Juniata,SASKATCHEWAN,47,HATVQ,Juniata,UNP,52.0833792,-107.3339756,,,,,cgn_direct
Bradwardine,MANITOBA,47,GADMQ,Bradwardine,UNP,49.9955560,-100.4636100,,,,,cgn_direct
Fiske,SASKATCHEWAN,47,HABVG,Fiske,HAM,51.4865250,-108.4040667,,,,,cgn_direct
Bateman,SASKATCHEWAN,47,HACQY,Bateman,UNP,50.0098972,-106.7498583,,,,,cgn_direct
Mervin,SASKATCHEWAN,47,HALLS,Mervin,VILG,53.3334617,-108.8740111,,,SK187007,Q6820851,cgn_direct
Wilson,ALBERTA,47,IAPKC,Wilson,UNP,49.6005555,-112.6480556,,,ON135046,Q115263162,cgn_direct
Hilliard,ALBERTA,47,IAJWI,Hilliard,UNP,53.6400000,-112.4819444,,,ON148086,Q115261748,cgn_direct
Grainger,ALBERTA,47,IAHLZ,Grainger,UNP,51.4916667,-113.3325000,,,,,cgn_direct
Shouldice,ALBERTA,47,IAIFR,Shouldice,UNP,50.7166666,-112.9738889,,,,,cgn_direct
Lake Lenore,SASKATCHEWAN,47,HAFIJ,Lake Lenore,VILG,52.3958583,-104.9853322,,,SK185007,Q6476613,cgn_direct
Fairview,ALBERTA,47,IADDJ,Fairview,TOWN,56.0672222,-118.3841667,56.0667,-118.3833,AB204017,Q1743603,cgn_direct
Sutherland,SASKATCHEWAN,46,HAVGI,Sutherland,UNP,52.1389320,-106.6033864,,,SK181027,Q7649948,cgn_direct
Silton,SASKATCHEWAN,46,HAIFI,Silton,VILG,50.8064750,-104.9109778,,,SK176065,Q2204528,cgn_direct
Brooks,ALBERTA,46,IAIDN,Brooks,CITY,50.5672220,-111.8950000,,,AB191022,Q1055838,cgn_direct
Brunkild,MANITOBA,46,GADUG,Brunkild,UNP,49.5927780,-97.5744440,,,,,cgn_direct
Hilton,MANITOBA,46,GAKWP,Hilton,UNP,49.5061110,-99.5250000,,,ON102035,Q8273184,cgn_direct
Isabella,MANITOBA,46,GALPJ,Isabella,UNP,50.2669440,-100.8733300,,,,,cgn_direct
Kelwood,MANITOBA,46,GANER,Kelwood,UNP,50.6247220,-99.4616670,,,,,cgn_direct
Lavinia,MANITOBA,46,GAOHR,Lavinia,UNP,50.2744440,-100.6680600,,,,,cgn_direct
Davin,SASKATCHEWAN,46,HAFVP,Davin,HAM,50.3826070,-104.1099740,,,,,cgn_direct
Scott,SASKATCHEWAN,46,HAHZG,Scott,TOWN,52.3655833,-108.8278556,46.5,-71.0667,SK172018,Q7436963,cgn_direct
Hitchcock,SASKATCHEWAN,46,HAPOD,Hitchcock,UNP,49.2278092,-103.1221375,,,,,cgn_direct
Sidewood,SASKATCHEWAN,46,HAPJY,Sidewood,UNP,50.0500340,-108.9007243,,,,,cgn_direct
Mitchellton,SASKATCHEWAN,46,HALQW,Mitchellton,UNP,49.9333626,-105.7005706,,,SK173038,Q115865931,cgn_direct
Tonkin,SASKATCHEWAN,46,HANTG,Tonkin,UNP,51.2103100,-102.2637610,,,,,cgn_direct
Orion,ALBERTA,46,IANWE,Orion,UNP,49.4533334,-110.8105556,49.45,-110.8167,,,cgn_direct
Tudor,ALBERTA,46,IAOUU,Tudor,UNP,51.1761111,-113.1461111,,,ON118020,Q115263028,cgn_direct
Benton,ALBERTA,46,IAEEJ,Benton Station,,51.3477778,-110.3486111,,,,,agent_high
Picardville,ALBERTA,46,IABIY,Pickardville,,54.0513889,-113.8808333,,,,,agent_high
St. Boswell's,SASKATCHEWAN,46,HAHFK,St. Boswells,UNP,50.0445690,-106.8396870,,,,,cgn_direct
Queenstown,ALBERTA,46,IADSA,Queenstown,UNP,50.6394444,-112.9394444,0.0,0.0,,,cgn_direct
Waskateneau,ALBERTA,46,IAOYQ,Waskatenau,,54.0938889,-112.7841667,,,,,agent_high
Arnaud,MANITOBA,45,GABAN,Arnaud,UNP,49.2502780,-97.1038890,,,,,cgn_direct
McAuley,MANITOBA,45,GAQNJ,McAuley,UNP,50.2622220,-101.3886100,50.2622,-101.3886,,,cgn_direct
Red Jacket,MANITOBA,45,HAILV,Red Jacket,UNP,50.2065260,-101.7927580,,,,,cgn_direct
Richardson,SASKATCHEWAN,45,HAJCB,Richardson,UNP,50.3833731,-104.4505432,,,ON141031,Q115262685,cgn_direct
Cromer,MANITOBA,45,GAFUR,Cromer,UNP,49.7313890,-101.2350000,,,,,cgn_direct
Parry,SASKATCHEWAN,45,HAGOI,Parry,HAM,49.7884889,-104.7206472,49.7833,-104.7333,,,cgn_direct
Spy Hill,MANITOBA,45,HAJTE,Spy Hill,VILG,50.6032556,-101.6860847,,,SK175007,Q7581678,cgn_direct
Brooking,SASKATCHEWAN,45,HAKMA,Brooking,UNP,49.5000331,-104.4172055,,,,,cgn_direct
Ravenscrag,SASKATCHEWAN,45,HAUWL,Ravenscrag,UNP,49.4931140,-109.0956090,,,,,cgn_direct
Demaine,SASKATCHEWAN,45,HAFXW,Demaine,HAM,50.8925280,-107.2552710,,,,,cgn_direct
Moseley,SASKATCHEWAN,45,HATTH,Moseley,UNP,52.2965090,-105.0405630,,,,,cgn_direct
Ruthilda,SASKATCHEWAN,45,HAJKN,Ruthilda,UNP,51.8925833,-108.4671783,,,,,cgn_direct
Wrentham,ALBERTA,45,IAABA,Wrentham,UNP,49.5144445,-112.1727778,,,,,cgn_direct
Warspite,ALBERTA,45,IAOXY,Warspite,UNP,54.0911111,-112.6144444,,,,,cgn_direct
Codette,SASKATCHEWAN,45,HADPS,Codette,VILG,53.2797320,-104.0266030,,,,,cgn_direct
Schuler,ALBERTA,45,IAHGK,Schuler,UNP,50.3313889,-110.1075000,50.3333,-110.1,,,cgn_direct
Beechy,SASKATCHEWAN,45,HAJYT,Beechy,VILG,50.8793278,-107.3838575,50.8833,-107.3833,,,cgn_direct
Beaver Lodge,ALBERTA,45,IAEAU,Beaverlodge,TOWN,55.2091667,-119.4288889,,,,,cgn_direct
Clearwater,MANITOBA,44,GAFDF,Clearwater,UNP,49.1336110,-99.0352780,,,,,cgn_direct
Crandall,MANITOBA,44,GAFRO,Crandall,UNP,50.1500000,-100.7844400,,,,,cgn_direct
Lyleton,MANITOBA,44,GAPQD,Lyleton,UNP,49.0577780,-101.1777800,49.0578,-101.1778,,,cgn_direct
Whitewater,MANITOBA,44,GBDZX,Whitewater,UNP,49.2072220,-100.2838900,,,MB158007,Q1661973,cgn_direct
Amulet,SASKATCHEWAN,44,HAQMH,Amulet,UNP,49.6167010,-104.7505460,,,SK172026,Q4748934,cgn_direct
Cheviot,SASKATCHEWAN,44,HAPEK,Cheviot,UNP,52.0302440,-106.3688700,,,,,cgn_direct
Insinger,SASKATCHEWAN,44,HAAUF,Insinger,HAM,51.5333300,-103.0838222,,,SK179008,Q6038160,cgn_direct
Khedive,SASKATCHEWAN,44,HAEQD,Khedive,HAM,49.6167005,-104.5172123,,,SK172039,Q6401194,cgn_direct
Cowley,ALBERTA,44,IABXA,Cowley,VILG,49.5711110,-114.0749999,,,AB190032,Q5179752,cgn_direct
Endcliffe,MANITOBA,44,GAHTO,Endcliffe,UNP,50.8686110,-101.3641700,,,,,cgn_direct
Oakland,MANITOBA,44,GATWB,Oakland,UNP,50.1075000,-98.3188890,50.1075,-98.3189,MB161007,Q1660900,cgn_direct
Sandy Lake,MANITOBA,44,GAYGY,Sandy Lake,UNP,50.5272220,-100.1783300,,,,,cgn_direct
Kipling,SASKATCHEWAN,44,HAESD,Kipling,TOWN,50.0980972,-102.6319944,,,SK175043,Q1914893,cgn_direct
St. Albert,ALBERTA,44,IAGHN,St. Albert,CITY,53.6369444,-113.6202778,,,AB199021,Q939127,cgn_direct
Lorlie,SASKATCHEWAN,44,HAHCA,Lorlie,UNP,50.8405350,-103.2871960,,,,,cgn_direct
Carroll,MANITOBA,44,GAELV,Carroll,UNP,49.6075000,-100.0319400,,,,,cgn_direct
Amazon,SASKATCHEWAN,44,HATNT,Amazon,UNP,51.5500350,-105.4505900,51.55,-105.45,,,cgn_direct
Dunkirk,SASKATCHEWAN,44,HAGYD,Dunkirk,UNP,50.0348510,-105.7144410,,,,,cgn_direct
Meota,SASKATCHEWAN,44,HALLA,Meota,VILG,53.0335780,-108.4582120,,,SK187001,Q6817780,cgn_direct
Druid,SASKATCHEWAN,44,HAGWB,Druid,UNP,51.7987150,-108.8043550,51.8,-108.8,SK183037,Q5308974,cgn_direct
Debden,SASKATCHEWAN,44,HAPMK,Debden,VILG,53.5272278,-106.8797444,0.0,0.0,,,cgn_direct
Eatonia,SASKATCHEWAN,44,HAHSA,Eatonia,TOWN,51.2229028,-109.3880722,,,SK178031,Q1520502,cgn_direct
Ettington,SASKATCHEWAN,44,HAPGB,Ettington,UNP,49.8681130,-106.0863730,,,SK173030,Q5405020,cgn_direct
Tallman,SASKATCHEWAN,44,HAMYQ,Tallman,UNP,52.8014400,-106.9719630,,,,,cgn_direct
Turin,ALBERTA,44,IAOVE,Turin,UNP,49.9652778,-112.5263889,49.9667,-112.5167,,,cgn_direct
Holmfield,MANITOBA,43,GALAL,Holmfield,UNP,49.1355560,-99.4855560,,,,,cgn_direct
Kaleida,MANITOBA,43,GAMLC,Kaleida,UNP,49.1288890,-98.4677780,49.1289,-98.4678,,,cgn_direct
Marchwell,MANITOBA,43,HATZH,Marchwell,UNP,50.7999962,-101.5837963,,,,,cgn_direct
Maryfield,MANITOBA,43,HAKZY,Maryfield,VILG,49.8349836,-101.5258500,49.8333,-101.5333,SK171015,Q6781183,cgn_direct
Ashville,MANITOBA,43,GABDK,Ashville,UNP,51.1750000,-100.2958300,,,,,cgn_direct
McConnell,MANITOBA,43,GAQOQ,McConnell,UNP,50.2683330,-100.5286100,,,ON146078,Q115262206,cgn_direct
Keystown,SASKATCHEWAN,43,HAEQB,Keystown,UNP,50.4697600,-105.0473230,,,,,cgn_direct
Consul,SASKATCHEWAN,43,HAUWH,Consul,VILG,49.2943889,-109.5202582,,,SK174031,Q1999798,cgn_direct
Fortune,SASKATCHEWAN,43,HACDI,Fortune,UNP,51.5554630,-107.8788450,,,,,cgn_direct
Fusilier,SASKATCHEWAN,43,HACUB,Fusilier,UNP,51.8472490,-109.7675000,,,,,cgn_direct
Maxim,SASKATCHEWAN,43,HAPNG,Maxim,UNP,49.3143550,-103.9749700,,,,,cgn_direct
Rutland,SASKATCHEWAN,43,HANHS,Rutland,UNP,52.5167392,-109.5340816,,,,,cgn_direct
Macrorie,SASKATCHEWAN,43,HAKUZ,Macrorie,VILG,51.3253806,-107.0875833,,,SK182037,Q2085991,cgn_direct
Driver,SASKATCHEWAN,43,HAGVX,Driver,UNP,51.6777870,-109.3766040,,,,,cgn_direct
Viewfield,SASKATCHEWAN,43,HAJLO,Viewfield,UNP,49.5065540,-103.1420090,,,,,cgn_direct
Fincastle,ALBERTA,43,IAEQM,Fincastle,UNP,49.8083334,-112.0016667,,,,,cgn_direct
Mazeppa,ALBERTA,43,IAHVN,Mazeppa,UNP,50.6391666,-113.7369444,,,,,cgn_direct
Blackfoot,ALBERTA,43,IAGFP,Blackfoot,UNP,53.2891667,-110.1733333,,,AB194003,,cgn_direct
Excel,ALBERTA,43,IADCH,Excel,UNP,51.3872222,-110.5744444,,,SK173012,Q5419404,cgn_direct
Heath,ALBERTA,43,IAJRM,Heath,UNP,52.8000000,-110.5947222,,,,,cgn_direct
Inglis,MANITOBA,43,GALNG,Inglis,UNP,50.9447220,-101.2511100,50.9447,-101.2511,,,cgn_direct
Bracken,SASKATCHEWAN,43,HAQOJ,Bracken,VILG,49.1792520,-108.0928490,,,,,cgn_direct
Kelstern,SASKATCHEWAN,43,HADGM,Kelstern,UNP,50.1500316,-106.8006264,,,,,cgn_direct
Culross,MANITOBA,42,GAFYV,Culross,UNP,49.7141670,-97.9111110,,,ON104007,,cgn_direct
Belle Plaine,SASKATCHEWAN,42,HAQDF,Belle Plaine,VILG,50.3931417,-105.1566722,50.4,-105.15,SK176033,Q1999097,cgn_direct
Griffin,SASKATCHEWAN,42,HAOPC,Griffin,HAM,49.6666899,-103.4338530,49.6667,-103.4333,SK172011,Q5608813,cgn_direct
Airdrie,ALBERTA,42,IAQFR,Airdrie,CITY,51.2922222,-114.0141667,,,AB194032,Q408537,cgn_direct
Seven Persons,ALBERTA,42,IAHIY,Seven Persons,UNP,49.8741667,-110.9058333,,,,,cgn_direct
Indi,SASKATCHEWAN,42,HAATR,Indi,UNP,51.7334780,-106.5189900,,,,,cgn_direct
Tofield,ALBERTA,42,IANTB,Tofield,TOWN,53.3708333,-112.6658333,53.3667,-112.6667,AB199023,Q2146186,cgn_direct
Cameron,MANITOBA,42,GAEEO,Cameron,UNP,49.0808330,-101.0769400,,,MB158004,Q1658397,cgn_direct
Carey,MANITOBA,42,GAEJL,Carey,UNP,49.4427780,-97.0508330,,,,,cgn_direct
Pipestone,MANITOBA,42,GAVTR,Pipestone,UNP,49.5577780,-100.9455600,,,MB162003,Q1660980,cgn_direct
Beverley,SASKATCHEWAN,42,HAKCM,Beverley,UNP,50.2667010,-107.9673482,,,AB199017,Q4899452,cgn_direct
Plumas,MANITOBA,42,GAVWV,Plumas,UNP,50.3847220,-99.0863890,,,,,cgn_direct
Condie,SASKATCHEWAN,42,HADRQ,Condie,UNP,50.5500512,-104.7338972,,,,,cgn_direct
Bowsman,MANITOBA,42,GADKU,Bowsman,VILG,52.2358330,-101.2072200,,,,,cgn_direct
Landscape,SASKATCHEWAN,42,HAFJG,Landscape,UNP,49.4833330,-105.5000000,,,,,cgn_direct
Birsay,SASKATCHEWAN,42,HAQDD,Birsay,HAM,51.1000331,-106.9839714,,,SK177031,Q4916969,cgn_direct
Lintlaw,SASKATCHEWAN,42,HAQPI,Lintlaw,VILG,52.0670431,-103.2464472,,,,,cgn_direct
Argo,SASKATCHEWAN,42,HAQDK,Argo,UNP,52.0167180,-108.1006809,,,,,cgn_direct
Cando,SASKATCHEWAN,42,HABQG,Cando,UNP,52.3740860,-108.2130490,0.0,0.0,,,cgn_direct
Huntoon,SASKATCHEWAN,42,HAFTT,Huntoon,UNP,49.5500254,-103.2338345,,,,,cgn_direct
Steelman,SASKATCHEWAN,42,HAOAC,Steelman,UNP,49.2925000,-102.5922250,,,,,cgn_direct
Athabasca,ALBERTA,42,IARFF,Athabasca,TOWN,54.7166666,-113.2841667,54.7167,-113.2833,AB202029,Q754638,cgn_direct
Big Valley,ALBERTA,42,IAGDH,Big Valley,VILG,52.0327778,-112.7519444,,,AB196024,Q2488979,cgn_direct
Canuck,SASKATCHEWAN,42,HAPMO,Canuck,UNP,49.2035140,-108.2218080,,,,,cgn_direct
Falher,ALBERTA,42,IADDT,Falher,TOWN,55.7372222,-117.2013889,,,,,cgn_direct
Brownvale,ALBERTA,42,IAJHM,Brownvale,UNP,56.1283334,-117.8925000,,,,,cgn_direct
Burdett,ALBERTA,42,IAJLJ,Burdett,UNP,49.8322222,-111.5219444,,,AB189027,Q4998276,cgn_direct
Andrew,ALBERTA,42,IABTE,Andrew,VILG,53.8783333,-112.3352778,,,,,cgn_direct
St. Claude,MANITOBA,41,GAXWX,St. Claude,VILG,49.6586110,-98.3416670,,,,,cgn_direct
Cory,SASKATCHEWAN,41,HAPEU,Cory,UNP,52.1219990,-106.8292250,,,SK181019,,cgn_direct
Ibsen,SASKATCHEWAN,41,HAATC,Ibsen,UNP,49.8524510,-104.2444410,,,,,cgn_direct
Pasqua,SASKATCHEWAN,41,HAGOU,Pasqua,UNP,50.3734970,-105.3850800,0.0,0.0,,,cgn_direct
Ethelbert,MANITOBA,41,GAHVQ,Ethelbert,VILG,51.5291670,-100.3933300,,,MB167002,Q18702124,cgn_direct
Ridgeville,MANITOBA,41,GAXAQ,Ridgeville,UNP,49.0658330,-97.0119440,49.0658,-97.0119,,,cgn_direct
Shellmouth,MANITOBA,41,GAYZD,Shellmouth,UNP,50.9347220,-101.4791700,,,MB168007,Q115667381,cgn_direct
Ridpath,SASKATCHEWAN,41,HAJCS,Ridpath,UNP,51.5149350,-108.1132330,,,,,cgn_direct
Morinville,ALBERTA,41,IALHY,Morinville,TOWN,53.8027778,-113.6438889,53.8,-113.65,AB199020,Q1746026,cgn_direct
Ryley,ALBERTA,41,IAGGK,Ryley,VILG,53.2908333,-112.4297222,53.2833,-112.4333,AB198034,Q1743441,cgn_direct
Blumenhoff,SASKATCHEWAN,41,HAEDH,Blumenhof,,50.0166987,-107.7006702,,,,,agent_high
Tregarva,SASKATCHEWAN,41,HANUW,Tregarva,UNP,50.6050320,-104.7149670,,,,,cgn_direct
McGee,SASKATCHEWAN,41,HALEU,McGee,UNP,51.5014590,-108.2484830,,,SK182038,Q115865923,cgn_direct
Spalding,SASKATCHEWAN,41,HAJAV,Spalding,VILG,52.3291028,-104.4957194,,,SK184007,Q14875012,cgn_direct
Coppen,SASKATCHEWAN,41,HAPET,Coppen,UNP,49.9500294,-106.6339499,,,,,cgn_direct
Mennon,SASKATCHEWAN,41,HATVD,Mennon,UNP,52.4348130,-106.7838290,,,,,cgn_direct
Benson,SASKATCHEWAN,41,HAPML,Benson,HAM,49.4584660,-103.0033460,,,SK171010,Q4890273,cgn_direct
Federal,ALBERTA,41,IADFB,Federal,UNP,52.1116667,-111.5719444,45.3333,-75.7,,,cgn_direct
Vilna,ALBERTA,41,IAOOB,Vilna,VILG,54.1166666,-111.9208333,,,,,cgn_direct
Rock Glen,SASKATCHEWAN,41,HAJFN,Rockglen,TOWN,49.1812240,-105.9511690,,,,,cgn_direct
Two Hills,ALBERTA,41,IAOXK,Two Hills,TOWN,53.7111111,-111.7447222,53.7167,-111.75,,,cgn_direct
Hargrave,MANITOBA,40,GAKIO,Hargrave,UNP,49.9172220,-101.0719400,,,,,cgn_direct
Nesbitt,MANITOBA,40,GATAX,Nesbitt,UNP,49.6013890,-99.8627780,0.0,0.0,,,cgn_direct
Wawota,SASKATCHEWAN,40,HAUIX,Wawota,TOWN,49.9065417,-102.0262222,,,SK171046,Q1917553,cgn_direct
Irricana,ALBERTA,40,IALYH,Irricana,TOWN,51.3236111,-113.6080556,51.3167,-113.6167,AB194038,Q2003126,cgn_direct
Baldur,MANITOBA,40,GABNE,Baldur,UNP,49.3852780,-99.2438890,,,,,cgn_direct
Bethany,MANITOBA,40,GACHX,Bethany,UNP,50.3125000,-99.7500000,44.1833,-78.5667,,,cgn_direct
Decker,MANITOBA,40,GAGGY,Decker,UNP,50.2700000,-100.7816700,,,,,cgn_direct
Giroux,MANITOBA,40,GAJFT,Giroux,UNP,49.5744440,-96.5672220,,,,,cgn_direct
Moline,MANITOBA,40,GARTB,Moline,UNP,50.1805560,-100.1861100,,,,,cgn_direct
Myrtle,MANITOBA,40,GASRN,Myrtle,UNP,49.3533330,-97.8366670,,,,,cgn_direct
Avonhurst,SASKATCHEWAN,40,HAMMG,Avonhurst,UNP,50.6333728,-104.1338690,,,,,cgn_direct
Carnegie,MANITOBA,40,GAELB,Carnegie,UNP,49.9747220,-100.0900000,,,,,cgn_direct
Dunelm,SASKATCHEWAN,40,HAGYC,Dunelm,UNP,50.1833669,-107.8173427,,,,,cgn_direct
Tantallon,MANITOBA,40,HAMYZ,Tantallon,VILG,50.5355108,-101.8408417,,,SK175052,Q2204912,cgn_direct
Talmage,SASKATCHEWAN,40,HAMYS,Talmage,UNP,49.7833562,-103.6672073,49.7833,-103.6667,,,cgn_direct
Uren,SASKATCHEWAN,40,HAISD,Uren,UNP,50.4742780,-106.7658800,,,,,cgn_direct
Bayard,SASKATCHEWAN,40,HAKEU,Bayard,HAM,50.0205861,-105.2881306,,,,,cgn_direct
Cavell,SASKATCHEWAN,40,HACFR,Cavell,UNP,52.2578260,-108.5875200,,,SK183033,Q5054991,cgn_direct
Lake Valley,SASKATCHEWAN,40,HAFIM,Lake Valley,UNP,50.6338420,-106.0312930,,,,,cgn_direct
Millicent,ALBERTA,40,IAKAP,Millicent,UNP,50.7102778,-111.7788889,,,,,cgn_direct
Ribstone,ALBERTA,40,IAEMR,Ribstone,UNP,52.7069444,-110.2644444,,,AB195016,Q7322437,cgn_direct
Vimy,ALBERTA,40,IAOOC,Vimy,UNP,54.0666666,-113.6500000,,,AB196002,Q14874909,cgn_direct
Wembley,ALBERTA,40,IAPGS,Wembley,TOWN,55.1555556,-119.1458333,55.15,-119.1333,,,cgn_direct
Coderre,SASKATCHEWAN,40,HADCU,Coderre,VILG,50.1351420,-106.3841090,0.0,0.0,ON102010,Q115261139,cgn_direct
Prud'homme,SASKATCHEWAN,40,HAIHC,Prud'homme,VILG,52.3377470,-105.8904840,,,,,cgn_direct
Dropmore,MANITOBA,39,GAGWM,Dropmore,UNP,51.0169440,-101.4422200,,,,,cgn_direct
Valley River,MANITOBA,39,GBCNS,Valley River,UNP,51.2480560,-100.1430600,,,,,cgn_direct
Cana,SASKATCHEWAN,39,HABQC,Cana,UNP,50.8830340,-102.6453430,,,SK175017,Q5029154,cgn_direct
Jasmin,SASKATCHEWAN,39,HACAD,Jasmin,UNP,51.2283416,-103.6461860,,,SK180027,Q6161674,cgn_direct
Leross,SASKATCHEWAN,39,HAGET,Leross,VILG,51.2884472,-103.8707639,,,SK180031,Q2085333,cgn_direct
Rapid City,MANITOBA,39,GAWOZ,Rapid City,TOWN,50.1208330,-100.0358300,0.0,0.0,MB165017,Q281266,cgn_direct
Crowfoot,ALBERTA,39,IASSM,Crowfoot,UNP,50.8186111,-112.6494444,,,,,cgn_direct
Portage la Prairie,MANITOBA,39,GAWDD,Portage la Prairie,CITY,49.9727780,-98.2919440,49.9928,-98.2692,MB160011,Q1017624,cgn_direct
Greene,SASKATCHEWAN,39,HADOH,Greene,UNP,51.6167273,-109.8674459,,,,,cgn_direct
Hoosier,SASKATCHEWAN,39,HAPOA,Hoosier,UNP,51.6241020,-109.7373330,,,,,cgn_direct
Vauxhall,ALBERTA,39,IAOBO,Vauxhall,TOWN,50.0683333,-112.1066667,,,,,cgn_direct
Duagh,ALBERTA,39,IABPT,Duagh,UNP,53.7252778,-113.3816667,,,,,cgn_direct
Villeneuve,ALBERTA,39,IAONZ,Villeneuve,UNP,53.6563889,-113.8116667,,,QC062053,Q28535200,cgn_direct
Delacour,ALBERTA,39,IAQBA,Delacour,UNP,51.1516667,-113.7733333,,,,,cgn_direct
Elnora,ALBERTA,39,IACPJ,Elnora,VILG,51.9905556,-113.2008333,,,,,cgn_direct
Pleasantdale,SASKATCHEWAN,39,HAHOL,Pleasantdale,VILG,52.5764972,-104.5066167,,,SK184013,Q7204121,cgn_direct
Grimshaw,ALBERTA,39,IAHQY,Grimshaw,TOWN,56.1886112,-117.6058333,56.1833,-117.6,,,cgn_direct
Stonewall,MANITOBA,38,GBAQH,Stonewall,TOWN,50.1344440,-97.3261110,50.1344,-97.3261,MB163011,Q393324,cgn_direct
Trossachs,SASKATCHEWAN,38,HANVK,Trossachs,HAM,49.6353700,-104.2252850,,,,,cgn_direct
Tees,ALBERTA,38,IALDQ,Tees,UNP,52.4675000,-113.3208333,,,,,cgn_direct
New Westminster,BRITISH COLUMBIA,38,JAZMR,New Westminster,CITY,49.2066670,-122.9105560,0.0,0.0,BC213004,Q876122,cgn_direct
Woodnorth,MANITOBA,38,GBENL,Woodnorth,UNP,49.7325000,-101.0811100,,,,,cgn_direct
Donald,ALBERTA,38,IABMD,Donalda,,52.5836111,-112.5741667,,,,,agent_high
Fort Qu'Appelle,SASKATCHEWAN,38,HACDD,Fort Qu'Appelle,TOWN,50.7656694,-103.7903389,,,SK176048,Q1866018,cgn_direct
Gorlitz,SASKATCHEWAN,38,HADLG,Gorlitz,UNP,51.4607480,-102.4435420,51.4667,-102.45,,,cgn_direct
Kenora,MANITOBA,38,FEVJJ,Kenora,CITY,49.8161111,-94.4350000,,,ON120045,Q993714,cgn_direct
Kingston,ONTARIO,38,FEVJR,Kingston,CITY,44.3066667,-76.4163888,44.2333,-76.5,ON111008,Q115261925,cgn_direct
Bratton,SASKATCHEWAN,38,HAPMC,Bratton,UNP,51.4167046,-107.1673099,,,,,cgn_direct
Burgis,SASKATCHEWAN,38,HAKQJ,Burgis,UNP,51.5594690,-102.4858950,,,,,cgn_direct
Mantario,SASKATCHEWAN,38,HAKXL,Mantario,UNP,51.2611111,-109.6952778,,,SK178024,,cgn_direct
Sturdee,SASKATCHEWAN,38,HAMVV,Sturdee,UNP,51.2064240,-102.3574740,,,,,cgn_direct
Gallivan,SASKATCHEWAN,38,HACUU,Gallivan,UNP,52.7500710,-108.8340430,,,,,cgn_direct
